시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,계약년월,계약일,지분구분,건축년도
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,22826,1,202003,16, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,61.36, ,24834,1,202003,16, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,22826,1,202003,16, ,2004
대전광역시 서구 월평동,집합,2**,대덕대로,중심상업,판매,25m이상,6, ,450,,202003,16, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,13000,3,202003,20, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,16200,2,202003,23, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,73.32, ,15005,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,제2종근린생활,25m미만,60.48, ,9965,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,16381,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,16381,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,11879,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,16783,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,11879,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,11879,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,11960,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,11960,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,11960,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.55, ,11981,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,제2종근린생활,25m미만,1022.77, ,124722,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,제2종근린생활,25m미만,80.33, ,19587,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,11595,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,11595,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,11595,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,11879,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,73.32, ,15005,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,11960,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,9605,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,16783,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,16381,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,16305,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,11595,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.55, ,11981,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.05, ,11879,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,9925,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,9622,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,9622,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.4, ,11541,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,기타,25m미만,357.03, ,51299,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,11575,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,16353,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,16353,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.56, ,16353,1,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,11595,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.55, ,11981,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,제2종근린생활,25m미만,204.63, ,37420,2,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,58.45, ,9925,3,202003,30, ,2004
대전광역시 서구 월평동,집합,1***,월평새뜸로,준주거,판매,25m미만,56.66, ,16381,1,202003,30, ,2004
대전광역시 서구 정림동,일반,5**,계백로,제3종일반주거,제2종근린생활,12m미만,750.59,287.80,54000,,201906,28, ,1993
대전광역시 서구 정림동,일반,5**,계백로,제3종일반주거,제2종근린생활,12m미만,832.67,351.90,70000,,201906,28, ,1993
대전광역시 서구 정림동,집합,5**,정림로,제3종일반주거,제2종근린생활,25m미만,21.25, ,9530,1,201907,15, ,1993
대전광역시 서구 정림동,집합,5**,정림로,제3종일반주거,기타,25m미만,42.5, ,19070,1,201907,15, ,1993
대전광역시 서구 정림동,집합,5**,정림로,제3종일반주거,제2종근린생활,25m미만,24.25, ,3400,2,201908,17, ,1993
대전광역시 서구 정림동,일반,5**,정림로,제3종일반주거,제1종근린생활,12m미만,1100.72,524.20,146000,,201909,6, ,2012
대전광역시 서구 정림동,집합,6**,정림로,제3종일반주거,제1종근린생활,12m미만,11.34, ,700,2,201909,17, ,1993
대전광역시 서구 정림동,집합,5**,정림로,제3종일반주거,제2종근린생활,25m미만,24.25, ,3700,2,201909,26, ,1993
대전광역시 서구 정림동,일반,5**,정림로,제3종일반주거,제2종근린생활,25m미만,899.16,326.80,138500,,201910,7, ,1993
대전광역시 서구 정림동,일반,6**,정림서로,제3종일반주거,제2종근린생활,8m미만,104.78,182.20,15600,,201910,9, ,1994
대전광역시 서구 정림동,일반,*,계백로,제2종일반주거,제1종근린생활,25m이상,133.92,407.90,52000,,201911,1, ,1993
대전광역시 서구 정림동,일반,4**,정림서로,제3종일반주거,제2종근린생활,25m미만,98.8,333.30,54000,,201911,14, ,2016
대전광역시 서구 정림동,집합,6**,정림로,제3종일반주거,판매,12m미만,13.44, ,1250,1,201911,14, ,1993
대전광역시 서구 정림동,일반,*,계백로,제2종일반주거,제1종근린생활,25m이상,599.12,535.40,155000,,201912,10, ,2002
대전광역시 서구 정림동,집합,6**,정림로,제3종일반주거,판매,12m미만,13.64, ,1200,1,201912,22, ,1993
대전광역시 서구 정림동,집합,6**,정림로,제3종일반주거,제2종근린생활,12m미만,12.29, ,3000,1,201912,29, ,1993
대전광역시 서구 정림동,집합,6**,정림로,제3종일반주거,제2종근린생활,12m미만,12.29, ,3000,1,201912,29, ,1993
대전광역시 서구 정림동,일반,1**,정림동로20번길,제1종일반주거,기타,8m미만,270.48,246.50,30000,,202001,15, ,1990
대전광역시 서구 정림동,일반,*,계백로,제2종일반주거,제1종근린생활,25m이상,1346.56,408.50,52900,,202002,4, ,1992
대전광역시 서구 정림동,일반,*,계백로,제2종일반주거,제1종근린생활,25m이상,1346.56,408.50,62100,,202002,4, ,1992
대전광역시 서구 정림동,일반,5**,정림로70번길,제2종일반주거,제2종근린생활,8m미만,392.24,196.50,77500,,202002,24, ,2018
대전광역시 서구 정림동,일반,1**,정림동로,제2종일반주거,제2종근린생활,8m미만,96.59,162.90,21000,,202003,18, ,1983
대전광역시 서구 정림동,일반,1**,정림로24번길,제2종일반주거,제2종근린생활,12m미만,257.17,223.20,37500,,202003,20, ,2001
대전광역시 서구 정림동,일반,*,계백로,제2종일반주거,제2종근린생활,25m이상,60.04,58.50,5000,,202003,20, ,2002
대전광역시 서구 탄방동,집합,6**,문정로2번길,준주거,제2종근린생활,12m미만,59.04, ,12500,2,201905,2, ,2003
대전광역시 서구 탄방동,일반,7**,둔산남로,중심상업,숙박,12m미만,1703.44,548.90,383000,,201905,2, ,2001
대전광역시 서구 탄방동,집합,6**,문정로2번길,준주거,제2종근린생활,25m미만,38.22, ,31000,1,201905,3, ,2018
대전광역시 서구 탄방동,집합,6**,문정로2번길,준주거,제2종근린생활,12m미만,74.01, ,44000,1,201905,10, ,2004
대전광역시 서구 탄방동,집합,8*,도산로403번길,제3종일반주거,제1종근린생활,12m미만,7, ,1500,1,201905,15, ,1994
대전광역시 서구 탄방동,집합,8*,도산로403번길,제3종일반주거,제1종근린생활,12m미만,7, ,2000,1,201905,15, ,1994
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,300.4,175.00,73041,,201906,3, ,2001
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,279.93,175.00,71679,,201906,3, ,1996
대전광역시 서구 탄방동,집합,7**,문정로,준주거,제1종근린생활,25m이상,67.94, ,22000,2,201906,25, ,2006
대전광역시 서구 탄방동,집합,7**,문정로,준주거,제1종근린생활,25m이상,62.31, ,19400,2,201906,25, ,2006
대전광역시 서구 탄방동,집합,7**,문정로,준주거,제1종근린생활,25m이상,95.26, ,32600,2,201906,25, ,2006
대전광역시 서구 탄방동,집합,6**,계룡로553번길,준주거,기타,25m미만,96.7, ,19300,4,201907,5, ,2006
대전광역시 서구 탄방동,집합,6**,계룡로553번길,준주거,기타,25m미만,77.5, ,16150,3,201907,5, ,2006
대전광역시 서구 탄방동,집합,6**,계룡로553번길,준주거,기타,25m미만,52.73, ,22350,1,201907,5, ,2006
대전광역시 서구 탄방동,집합,8*,도산로403번길,제3종일반주거,제1종근린생활,12m미만,13.78, ,300,4,201907,5, ,1994
대전광역시 서구 탄방동,집합,8*,계룡로629번길,제3종일반주거,제1종근린생활,12m미만,53.5, ,17000,1,201907,8, ,2006
대전광역시 서구 탄방동,일반,1***,탄방로7번길,제2종일반주거,제2종근린생활,12m미만,935.48,403.30,133500,,201907,12, ,2003
대전광역시 서구 탄방동,집합,6**,문정로2번길,준주거,판매,12m미만,32.4, ,6000,1,201907,17, ,2005
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,71.82, ,17200,3,201907,24, ,2003
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,59.28, ,18000,2,201907,25, ,2003
대전광역시 서구 탄방동,일반,7*,탄방로,제2종일반주거,제2종근린생활,25m미만,425.64,1551.40,465000,,201908,1, ,1992
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,38.76, ,8500,3,201908,15, ,2003
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,판매,25m이상,62.58, ,28000,2,201908,24, ,2007
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,판매,25m이상,62.58, ,29000,2,201908,24, ,2007
대전광역시 서구 탄방동,집합,6**,문정로,준주거,제1종근린생활,25m이상,82.35, ,40063,2,201909,1, ,2019
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,429.04,215.00,102578,,201909,3, ,2004
대전광역시 서구 탄방동,집합,6**,계룡로509번길,준주거,제1종근린생활,12m미만,95.6, ,21000,2,201909,11, ,2004
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제1종근린생활,25m미만,291.89,216.00,82757,,201909,24, ,1995
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,385.52,175.00,76237,,201909,24, ,1994
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,88.92,175.00,47682,,201910,15, ,1994
대전광역시 서구 탄방동,일반,7**,문정로,준주거,제2종근린생활,25m이상,952.71,279.50,240000,,201910,17, ,1997
대전광역시 서구 탄방동,일반,7**,문정로,준주거,제2종근린생활,25m이상,952.71,279.50,225000,,201910,17, ,1997
대전광역시 서구 탄방동,집합,7**,문정로90번길,준주거,제2종근린생활,12m미만,85, ,13000,2,201910,19, ,2004
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,382.5,175.00,72426,,201911,5, ,1993
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,판매,25m이상,12.69, ,4900,1,201911,7, ,2007
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제2종근린생활,25m미만,433.95,148.00,75493,,201911,12, ,1995
대전광역시 서구 탄방동,일반,5**,계룡로500번길,제3종일반주거,제1종근린생활,25m미만,81.3,175.00,50166,,201911,19, ,1993
대전광역시 서구 탄방동,집합,7**,문정로,준주거,제1종근린생활,25m이상,89.6, ,26000,2,201911,23, ,2006
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,제1종근린생활,25m이상,79.8, ,28500,2,201912,20, ,2007
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,71.82, ,19000,2,201912,20, ,2003
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,제1종근린생활,25m이상,412.77, ,250000,2,201912,20, ,2007
대전광역시 서구 탄방동,집합,7**,둔산중로,중심상업,제1종근린생활,25m이상,113.53, ,41500,2,201912,20, ,2007
대전광역시 서구 탄방동,집합,9*,계룡로,제3종일반주거,제1종근린생활,25m이상,239.43, ,61965,,202001,22, ,2006
대전광역시 서구 탄방동,집합,9*,계룡로,제3종일반주거,제1종근린생활,25m이상,146.96, ,38035,,202001,22, ,2006
대전광역시 서구 탄방동,집합,7**,문정로,준주거,제2종근린생활,25m이상,66.33, ,39700,1,202001,30, ,2006
대전광역시 서구 탄방동,집합,8*,도산로403번길,제3종일반주거,제1종근린생활,12m미만,6.75, ,5300,1,202002,4, ,1994
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,72.96, ,10000,2,202002,10, ,2003
대전광역시 서구 탄방동,집합,6**,문정로,준주거,제1종근린생활,25m이상,31.59, ,37954,1,202002,13, ,2019
대전광역시 서구 탄방동,집합,6**,문정로,준주거,제1종근린생활,25m이상,31.59, ,39536,1,202002,13, ,2019
대전광역시 서구 탄방동,일반,5*,계룡로583번길,제2종일반주거,제2종근린생활,25m미만,72,189.50,42500,,202002,17, ,1994
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,72.96, ,11000,2,202002,19, ,2003
대전광역시 서구 탄방동,집합,7**,문정로,중심상업,판매,25m이상,83.2, ,35000,3,202002,20, ,2003
대전광역시 서구 탄방동,집합,7**,탄방로,준주거,제2종근린생활,25m미만,43.03, ,36345,1,202002,21, ,2004
대전광역시 서구 탄방동,일반,7*,도산로431번길,제2종일반주거,기타,12m미만,5919.11,4957.70,918553,,202003,1, ,1994
대전광역시 서구 평촌동,일반,3**,벌곡로,계획관리,제2종근린생활,25m미만,381.46,877.00,34000,,202001,3, ,2001
대전광역시 서구 흑석동,일반,8**,벌곡로,제2종일반주거,제2종근린생활,25m이상,492.42,319.10,55000,,201908,2, ,2003
대전광역시 서구 흑석동,일반,9**,장안로,제2종일반주거,제2종근린생활,25m미만,321.24,367.70,49000,,202003,19, ,2008
대전광역시 유성구 갑동,일반,3**,갑동로,자연녹지,제2종근린생활,8m미만,330,1592.00,141833,,202001,29, ,2014
대전광역시 유성구 갑동,일반,3**,갑동로,자연녹지,제2종근린생활,8m미만,378,1005.00,81421,,202003,10, ,2000
대전광역시 유성구 계산동,집합,7**,학하남로,제3종일반주거,제1종근린생활,25m이상,32, ,14500,1,201905,25, ,2011
대전광역시 유성구 계산동,집합,7**,학하남로,제3종일반주거,제1종근린생활,25m이상,54.41, ,18300,2,202001,18, ,2011
대전광역시 유성구 관평동,일반,1***,테크노1로,일반상업,제2종근린생활,25m미만,420.88,378.23,69000,,201907,1, ,2012
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,144.72, ,51500,2,201909,18, ,2006
대전광역시 유성구 관평동,일반,7**,테크노중앙로,일반상업,제2종근린생활,25m이상,4918.26,627.50,757000,,201909,30, ,2014
대전광역시 유성구 관평동,집합,8**,관평1로,제3종일반주거,제2종근린생활,25m미만,75.9, ,24500,2,201910,9, ,2007
대전광역시 유성구 관평동,일반,7**,테크노4로,준공업,제2종근린생활,25m이상,737,683.10,204000,,201910,16, ,2008
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,교육연구,25m이상,161.22, ,44000,,201910,21, ,2010
대전광역시 유성구 관평동,일반,7**,테크노5로,준공업,교육연구,25m미만,2630.95,3899.20,570000,,201910,28, ,2010
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,112.32, ,41100,2,201910,31, ,2006
대전광역시 유성구 관평동,집합,8**,배울2로,제3종일반주거,제2종근린생활,25m미만,30.42, ,12500,1,201911,7, ,2008
대전광역시 유성구 관평동,집합,8**,배울2로,제3종일반주거,제2종근린생활,25m미만,31.01, ,12500,1,201911,7, ,2008
대전광역시 유성구 관평동,집합,8**,배울2로,제3종일반주거,제2종근린생활,25m미만,30.42, ,12500,1,201911,7, ,2008
대전광역시 유성구 관평동,집합,9**,관평2로,준주거,제1종근린생활,25m미만,39.69, ,34000,1,201911,19, ,2006
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,79.73, ,30500,3,201911,29, ,2012
대전광역시 유성구 관평동,집합,8**,관평1로,제3종일반주거,제1종근린생활,25m미만,37.61, ,15300,1,201911,29, ,2007
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,75.94, ,30300,3,201911,29, ,2012
대전광역시 유성구 관평동,집합,8**,관평1로,제3종일반주거,제1종근린생활,25m미만,38.3, ,19700,1,201911,29, ,2007
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,업무,25m이상,50.25, ,68250,1,201912,8, ,2012
대전광역시 유성구 관평동,집합,8**,테크노중앙로,일반상업,제2종근린생활,25m이상,221.1, ,74000,9,201912,10, ,2008
대전광역시 유성구 관평동,집합,8**,테크노중앙로,일반상업,제2종근린생활,25m이상,221.1, ,74000,9,201912,11, ,2008
대전광역시 유성구 관평동,집합,1***,테크노1로,일반상업,제2종근린생활,25m미만,121.97, ,70952,2,201912,18, ,2019
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,140.4, ,49000,2,201912,20, ,2006
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제1종근린생활,25m이상,108.93, ,44575,,201912,23, ,2018
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,제1종근린생활,25m이상,41.6, ,55500,1,201912,23, ,2010
대전광역시 유성구 관평동,집합,8**,관평1로,제3종일반주거,제1종근린생활,25m미만,37.61, ,14500,2,202001,2, ,2007
대전광역시 유성구 관평동,집합,1***,테크노1로,일반상업,판매,25m미만,256.5, ,70000,1,202001,8, ,2014
대전광역시 유성구 관평동,일반,8**,테크노4로,일반상업,제2종근린생활,25m미만,736.5,400.60,250000,,202001,8, ,2015
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제1종근린생활,25m이상,49.29, ,23075,,202001,14, ,2018
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제1종근린생활,25m이상,51.3, ,20686,,202001,17, ,2018
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제1종근린생활,25m이상,116.32, ,47599,,202001,17, ,2018
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제1종근린생활,25m이상,51.3, ,18000,3,202001,21, ,2018
대전광역시 유성구 관평동,집합,9**,관평2로,준주거,교육연구,25m미만,127.47, ,35000,4,202002,10, ,2006
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제2종근린생활,25m이상,28.56, ,9000,1,202003,7, ,2008
대전광역시 유성구 관평동,집합,9**,테크노중앙로,일반상업,제2종근린생활,25m이상,28.56, ,9000,1,202003,7, ,2008
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,교육연구,25m이상,75.94, ,18700,,202003,16, ,2012
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,교육연구,25m이상,75.94, ,18600,,202003,16, ,2012
대전광역시 유성구 관평동,집합,9**,테크노4로,준주거,교육연구,25m이상,75.94, ,18700,,202003,16, ,2012
대전광역시 유성구 교촌동,일반,6**,교촌로6번길,제2종일반주거,제2종근린생활,12m미만,252.16,229.60,38000,,201910,28, ,2007
대전광역시 유성구 교촌동,일반,6**,교촌로10번길,제2종일반주거,제1종근린생활,8m미만,68.2,125.80,20602,,202001,15, ,2008
대전광역시 유성구 교촌동,일반,6**,-,제2종일반주거,제1종근린생활,12m미만,233.75,392.30,54398,,202001,15, ,2004
대전광역시 유성구 교촌동,일반,6**,진잠로139번길,제2종일반주거,교육연구,8m미만,948.18,624.30,140000,,202001,21, ,2005
대전광역시 유성구 교촌동,일반,6**,교촌로6번길,제2종일반주거,제2종근린생활,12m미만,295.2,271.90,49000,,202003,9, ,2011
대전광역시 유성구 구암동,일반,5**,계룡로,제2종일반주거,제2종근린생활,25m미만,86.66,215.50,82000,,201908,2, ,1995
대전광역시 유성구 구암동,일반,2**,-,제1종일반주거,제2종근린생활,8m미만,493.92,511.50,152000,,201909,6, ,2013
대전광역시 유성구 궁동,집합,3**,궁동로,제2종일반주거,제1종근린생활,25m미만,61.04, ,33500,1,201905,4, ,1995
대전광역시 유성구 궁동,집합,4**,대학로,준주거,제2종근린생활,25m이상,124.2, ,27860,3,201905,10, ,2003
대전광역시 유성구 궁동,집합,4**,대학로,준주거,제2종근린생활,25m이상,124.2, ,30000,2,201910,5, ,2003
대전광역시 유성구 궁동,집합,4**,대학로76번길,준주거,업무,12m미만,13.76, ,5500,1,201911,29, ,2009
대전광역시 유성구 궁동,집합,4**,대학로76번안길,준주거,제2종근린생활,12m미만,208.59, ,12500,,201912,11, ,2011
대전광역시 유성구 궁동,일반,4**,대학로151번길,근린상업,제2종근린생활,12m미만,798.84,202.00,179900,,202001,31, ,1998
대전광역시 유성구 노은동,집합,5**,한밭대로,일반상업,제1종근린생활,25m미만,31.59, ,5700,1,201905,21, ,2004
대전광역시 유성구 노은동,집합,5**,한밭대로,일반상업,제1종근린생활,25m미만,29, ,5300,1,201905,21, ,2004
대전광역시 유성구 노은동,집합,5**,왕가봉로,일반상업,판매,25m미만,53.12, ,13000,1,201906,14, ,2004
대전광역시 유성구 노은동,집합,5**,왕가봉로,일반상업,판매,25m미만,49.8, ,13400,,201908,23, ,2004
대전광역시 유성구 노은동,집합,5**,왕가봉로,일반상업,제2종근린생활,25m미만,38.16, ,10600,,201908,23, ,2004
대전광역시 유성구 노은동,일반,5**,노은동로75번길,준주거,업무,12m미만,727.42,428.60,225000,,201910,24, ,2017
대전광역시 유성구 노은동,집합,5**,노은로,일반상업,업무,25m미만,37.06, ,7000,,201911,15, ,2005
